Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S7877,Sofia,Martinez,student7877@university.com,Male,19,Engineering,76.47,40.0,55.72,97.49,81.3,94.68,88.51,69.8535,D,14.73,No,Yes,Bachelor's,High,4,7.64
S7878,Ali,Taylor,student7878@university.com,Female,18,Business,71.29,82.07,48.23,58.96,97.46,12.67,65.96,62.209,D,16.39,No,Yes,PhD,High,1,6.87
S7879,Sara,Ali,student7879@university.com,Male,21,CS,78.64,61.84,67.13,91.97,67.53,100.0,88.92,75.324,C,23.19,Yes,No,,High,2,7.05
S7880,Ali,Martinez,student7880@university.com,Male,19,Engineering,78.48,64.77,95.13,73.41,99.99,87.48,76.15,83.866,B,25.26,Yes,Yes,,Low,10,6.53
S7881,Ali,Jackson,student7881@university.com,Female,24,Engineering,94.14,87.6,57.32,88.22,79.88,53.29,59.68,71.228,C,30.0,Yes,Yes,PhD,High,7,6.31
S7882,Omar,Ali,student7882@university.com,Male,22,Engineering,97.47,94.1,59.22,84.44,64.55,8.37,73.09,67.0805,D,11.04,No,Yes,Bachelor's,High,1,9.0
S7883,Noah,Wilson,student7883@university.com,Female,19,CS,97.03,59.3,60.37,75.29,58.17,36.69,83.7,62.029,D,26.36,Yes,Yes,High School,High,6,6.81
S7884,Ali,Taylor,student7884@university.com,Male,21,CS,63.91,59.18,89.17,75.9,85.39,69.9,50.0,74.7705,C,16.52,No,No,PhD,Low,4,6.09
S7885,Noah,Jackson,student7885@university.com,Male,19,CS,86.31,64.54,61.87,84.62,65.58,53.2,87.99,68.118,D,12.36,Yes,Yes,Master's,Low,6,6.92
S7886,Layla,Patel,student7886@university.com,Male,18,Engineering,82.69,59.1,77.13,59.21,70.88,18.14,53.55,61.6415,D,30.0,Yes,Yes,Master's,Low,5,4.93
S7887,Chloe,Patel,student7887@university.com,Female,23,Business,66.06,45.73,71.56,58.54,77.13,82.12,71.63,66.3395,D,30.0,No,No,Master's,Low,6,8.05
S7888,Carlos,Martinez,student7888@university.com,Male,19,Engineering,62.64,70.15,67.62,99.99,77.67,47.21,73.22,73.008,C,15.48,No,Yes,PhD,High,5,6.7
S7889,Sara,Anderson,student7889@university.com,Male,20,Engineering,69.98,59.22,60.97,91.81,99.99,58.2,50.0,69.725,D,12.3,No,Yes,,Medium,2,6.21
S7890,Aisha,Wilson,student7890@university.com,Male,24,Mathematics,60.12,72.4,99.98,89.29,80.47,78.85,65.89,84.412,B,5.0,Yes,Yes,Bachelor's,Medium,10,6.06
S7891,Carlos,Jackson,student7891@university.com,Female,21,Mathematics,55.39,99.99,99.98,72.75,66.09,75.59,80.86,86.463,B,26.53,No,Yes,High School,Medium,4,4.39
S7892,Zara,Patel,student7892@university.com,Female,19,CS,82.56,68.86,54.39,51.4,64.05,81.32,100.0,65.5385,D,5.0,No,Yes,,Medium,7,9.0
S7893,Sofia,Brown,student7893@university.com,Male,21,Mathematics,75.87,57.55,51.18,67.36,98.81,70.26,86.73,67.4885,D,16.45,Yes,No,Bachelor's,Medium,4,6.97
S7894,Ethan,Anderson,student7894@university.com,Male,23,CS,75.8,65.96,70.2,80.9,67.38,30.58,87.93,68.345,D,11.07,No,Yes,Master's,Medium,5,9.0
S7895,Sara,Jackson,student7895@university.com,Female,18,Engineering,88.74,72.94,40.01,91.57,83.22,48.77,50.0,62.6865,D,27.54,Yes,Yes,High School,Low,2,6.32
S7896,Emma,Brown,student7896@university.com,Male,20,Mathematics,72.58,67.82,70.33,81.17,77.57,89.14,70.43,74.431,C,30.0,Yes,No,PhD,High,3,7.36
S7897,Ivan,Wilson,student7897@university.com,Female,22,Engineering,87.36,60.91,99.98,81.57,80.86,10.88,100.0,77.6285,C,5.23,Yes,Yes,,Low,5,7.76
S7898,Fatima,Wilson,student7898@university.com,Female,19,CS,64.76,41.87,59.26,72.53,94.94,17.29,89.28,61.9295,D,18.09,No,Yes,Master's,Medium,4,7.4
S7899,Arjun,Patel,student7899@university.com,Female,18,Engineering,64.67,81.73,87.98,84.36,78.87,65.7,67.37,80.5315,B,19.44,Yes,Yes,High School,Medium,3,6.04
S7900,Nina,Patel,student7900@university.com,Male,21,Business,75.6,55.16,94.63,61.91,86.57,47.38,76.46,74.077,C,15.43,No,Yes,PhD,Low,2,4.13
S7901,Liam,Johnson,student7901@university.com,Female,23,CS,100.0,96.15,54.77,76.79,79.2,1.41,89.01,68.1015,D,12.88,Yes,Yes,Bachelor's,Low,9,9.0
S7902,James,Johnson,student7902@university.com,Female,24,Business,93.91,64.28,72.55,71.7,68.27,70.27,88.64,71.5075,C,28.76,Yes,No,PhD,Medium,2,5.63
S7903,Aisha,Ali,student7903@university.com,Female,21,Engineering,91.21,61.71,75.55,95.81,81.91,63.13,72.97,75.275,C,13.73,No,Yes,PhD,Medium,9,9.0
S7904,Omar,Martinez,student7904@university.com,Male,24,Business,55.64,62.5,81.96,50.0,65.43,100.0,71.25,71.5275,C,30.0,Yes,No,Bachelor's,Low,4,5.82
S7905,Aisha,Wang,student7905@university.com,Male,23,Business,77.49,73.31,83.21,72.82,58.04,55.62,81.21,72.937,C,12.73,Yes,No,High School,Low,10,8.69
S7906,Omar,Jackson,student7906@university.com,Male,24,Mathematics,87.22,55.62,88.69,78.59,83.17,100.0,88.94,80.889,B,23.06,Yes,No,Master's,Low,9,7.54
S7907,Carlos,Wang,student7907@university.com,Male,23,Mathematics,100.0,58.95,56.13,50.0,81.48,78.52,69.11,63.114,D,23.51,Yes,No,Bachelor's,Low,9,7.61
S7908,Omar,Patel,student7908@university.com,Female,18,Business,51.15,81.53,72.48,85.66,80.0,0.0,50.0,67.899,D,12.73,No,Yes,High School,Low,10,5.78
S7909,Sofia,Garcia,student7909@university.com,Male,19,Engineering,85.93,52.99,94.85,73.1,74.47,50.89,73.64,73.6415,C,5.0,No,No,Master's,High,5,6.1
S7910,Fatima,Patel,student7910@university.com,Male,22,Mathematics,90.73,80.24,96.7,61.26,73.76,48.14,56.49,75.774,C,11.31,Yes,Yes,Master's,High,7,6.12
S7911,Nina,Wilson,student7911@university.com,Male,19,Engineering,81.91,85.1,73.35,89.67,59.2,47.42,100.0,76.0975,C,9.01,Yes,Yes,Master's,Medium,4,6.9
S7912,Nina,Johnson,student7912@university.com,Female,20,Engineering,55.96,82.32,60.41,64.29,50.0,24.94,60.98,60.3225,D,23.43,Yes,Yes,High School,Low,10,6.38
S7913,Sofia,Ali,student7913@university.com,Female,19,Business,79.05,74.77,87.2,86.64,87.58,73.26,73.09,81.882,B,14.77,No,No,High School,High,4,5.91
S7914,Layla,Wilson,student7914@university.com,Male,23,Mathematics,81.58,40.0,78.67,77.69,87.39,40.02,64.5,66.815,D,27.39,No,No,Bachelor's,Low,1,5.32
S7915,Ethan,Patel,student7915@university.com,Male,23,Engineering,77.96,49.63,78.3,69.1,71.19,84.1,67.29,69.5985,D,21.62,No,No,Bachelor's,Low,10,5.46
S7916,Carlos,Lee,student7916@university.com,Male,20,Engineering,65.54,47.12,82.77,60.47,95.99,79.84,86.89,74.397,C,16.11,Yes,Yes,PhD,Low,9,7.27
S7917,Liam,Anderson,student7917@university.com,Female,21,Business,63.75,64.12,53.24,64.73,82.0,43.07,90.07,64.1195,D,18.1,No,Yes,PhD,High,10,5.48
S7918,Layla,Thomas,student7918@university.com,Female,23,Business,81.97,71.24,83.99,87.67,79.67,32.41,84.31,76.218,C,7.94,No,Yes,Master's,High,8,4.91
S7919,Mia,Wilson,student7919@university.com,Female,20,CS,65.66,49.98,72.14,91.6,99.99,33.81,88.84,72.6415,C,16.1,No,Yes,PhD,Medium,9,6.7
S7920,Priya,Garcia,student7920@university.com,Male,23,Business,65.99,67.7,89.02,85.01,56.73,50.78,67.17,73.302,C,18.53,No,Yes,,Low,1,4.0
S7921,Aisha,Lee,student7921@university.com,Female,22,Business,73.39,82.61,69.85,74.58,74.12,59.34,58.91,71.607,C,14.73,No,No,Bachelor's,Low,2,6.49
S7922,Chloe,Ali,student7922@university.com,Male,23,Engineering,77.7,53.32,79.48,84.98,62.53,37.0,63.94,66.7285,D,13.45,No,Yes,Bachelor's,High,8,6.61
S7923,James,Jackson,student7923@university.com,Female,18,Engineering,90.36,56.46,77.32,79.56,69.5,37.97,81.05,68.749,D,24.74,Yes,No,PhD,Medium,8,7.32
S7924,Omar,Ali,student7924@university.com,Male,20,Mathematics,58.18,91.25,60.16,66.33,73.83,58.27,92.45,72.394,C,10.71,Yes,Yes,Bachelor's,Medium,1,6.99
S7925,Emma,Brown,student7925@university.com,Female,24,Mathematics,56.75,54.56,54.08,61.81,74.16,79.96,56.9,61.2175,D,21.71,No,No,Master's,Medium,10,4.65
S7926,Zara,Smith,student7926@university.com,Female,19,Engineering,69.9,76.66,83.29,70.48,59.34,57.05,69.65,72.462,C,25.42,Yes,No,PhD,Medium,5,6.23
S7927,Liam,Lee,student7927@university.com,Female,20,Engineering,50.01,92.26,54.85,65.86,75.78,49.19,70.84,68.156,D,21.06,Yes,Yes,Master's,Low,6,7.45
S7928,Sofia,Brown,student7928@university.com,Female,21,Engineering,83.85,50.14,63.75,76.87,62.92,56.88,63.59,62.1685,D,8.83,Yes,No,Bachelor's,High,5,7.11
S7929,Chloe,Johnson,student7929@university.com,Male,23,CS,50.01,51.44,63.24,98.13,92.03,0.0,83.45,66.129,D,18.32,Yes,Yes,Master's,High,6,5.37
S7930,Fatima,Khan,student7930@university.com,Male,20,CS,85.59,66.67,75.78,79.03,85.81,43.28,89.28,74.05,C,23.93,No,Yes,,High,7,7.1
S7931,Ivan,Garcia,student7931@university.com,Female,22,Business,91.37,71.88,81.06,96.16,79.75,13.56,100.0,76.4365,C,15.42,No,Yes,,High,10,7.83
S7932,Fatima,Anderson,student7932@university.com,Male,20,CS,79.14,59.54,42.88,75.01,67.95,34.19,100.0,59.635,F,11.35,No,No,,Medium,6,5.08
S7933,Noah,Khan,student7933@university.com,Male,22,CS,50.01,99.99,57.1,72.58,77.03,23.47,86.26,70.5425,C,11.1,Yes,No,High School,Medium,3,4.0
S7934,Noah,Martinez,student7934@university.com,Male,23,Mathematics,76.93,80.07,56.3,53.18,84.98,23.07,68.13,62.748,D,19.82,Yes,No,High School,Low,6,9.0
S7935,Lucas,Taylor,student7935@university.com,Female,19,Engineering,63.93,56.7,65.6,84.21,69.9,21.43,85.05,64.7845,D,15.11,No,No,PhD,High,9,6.96
S7936,Lucas,Thomas,student7936@university.com,Male,23,Engineering,58.09,46.93,40.01,65.55,51.9,100.0,50.0,54.0065,F,13.05,Yes,No,High School,Medium,6,5.84
S7937,Ivan,Johnson,student7937@university.com,Male,21,Engineering,83.74,69.6,88.89,62.61,85.16,48.36,84.39,76.0275,C,5.0,No,No,PhD,Low,6,5.79
S7938,Zara,Johnson,student7938@university.com,Male,18,Mathematics,86.44,78.34,70.53,60.41,82.43,84.93,80.1,74.756,C,30.0,No,Yes,High School,High,5,6.71
S7939,Priya,Khan,student7939@university.com,Male,19,Mathematics,93.91,99.99,67.2,80.1,79.43,72.06,75.92,78.8855,C,15.24,Yes,Yes,Bachelor's,High,1,8.01
S7940,Noah,Lee,student7940@university.com,Female,19,CS,71.3,72.02,82.41,66.68,63.87,69.97,63.47,72.0535,C,23.36,Yes,Yes,PhD,High,5,4.31
S7941,Nina,Smith,student7941@university.com,Female,18,Engineering,77.88,66.47,78.35,98.71,88.62,65.77,86.31,80.1065,B,27.14,No,Yes,High School,Low,1,5.92
S7942,Ivan,Anderson,student7942@university.com,Female,20,Business,99.38,53.71,78.17,91.11,91.34,100.0,60.45,77.6055,C,30.0,Yes,No,Bachelor's,Medium,8,8.9
S7943,Raj,Lee,student7943@university.com,Male,23,Business,100.0,77.14,69.23,67.31,78.85,62.4,90.1,73.371,C,22.41,No,Yes,,High,1,7.7
S7944,Ivan,Khan,student7944@university.com,Female,20,CS,90.96,88.39,71.29,50.0,69.09,0.0,83.51,65.2795,D,19.91,No,Yes,Master's,Medium,8,7.57
S7945,Lucas,Anderson,student7945@university.com,Female,20,Business,70.36,40.0,83.94,76.7,69.4,44.95,81.03,67.695,D,6.34,No,No,High School,Medium,4,7.09
S7946,Fatima,Martinez,student7946@university.com,Male,23,Engineering,75.5,72.0,78.6,70.54,69.11,19.66,60.53,66.9465,D,5.0,Yes,No,,Medium,3,6.95
S7947,Sofia,Thomas,student7947@university.com,Female,21,CS,72.83,52.95,99.05,87.81,68.45,9.4,65.34,71.218,C,5.0,Yes,No,PhD,Low,4,5.82
S7948,Aisha,Thomas,student7948@university.com,Female,19,Business,85.56,47.08,71.9,75.19,69.7,62.52,53.24,64.2955,D,16.28,Yes,Yes,Master's,Low,2,5.69
S7949,Sofia,Lee,student7949@university.com,Female,22,Business,63.6,99.99,80.63,91.57,79.45,0.0,86.98,78.538,C,10.31,No,No,,Low,3,7.67
S7950,Lucas,Wang,student7950@university.com,Female,18,Engineering,80.03,86.14,67.4,82.1,87.71,53.15,75.33,75.7675,C,14.0,Yes,Yes,,Low,4,5.72
S7951,Chloe,Lee,student7951@university.com,Male,19,Mathematics,80.1,60.15,75.04,56.62,95.7,2.22,67.01,64.313,D,27.85,Yes,No,Master's,Low,9,6.91
S7952,Chen,Ali,student7952@university.com,Male,20,CS,80.93,67.89,75.93,64.24,61.65,44.91,72.82,67.0135,D,21.22,No,Yes,Bachelor's,Medium,10,6.72
S7953,Amara,Taylor,student7953@university.com,Female,18,Mathematics,60.68,65.18,61.91,68.46,64.01,72.52,90.02,67.7335,D,17.4,No,Yes,Bachelor's,Low,2,9.0
S7954,Omar,Brown,student7954@university.com,Male,22,Business,78.96,51.11,58.45,72.57,86.96,31.06,58.28,60.6205,D,18.91,Yes,Yes,Bachelor's,Medium,3,6.27
S7955,James,Jackson,student7955@university.com,Male,19,Mathematics,100.0,61.29,80.46,71.12,61.65,15.7,68.44,64.7255,D,12.48,No,No,Bachelor's,High,4,8.19
S7956,Emma,Garcia,student7956@university.com,Female,19,Mathematics,68.82,84.34,77.27,85.35,58.12,40.12,51.89,70.7705,C,14.05,No,No,Master's,Low,3,7.53
S7957,Lucas,Taylor,student7957@university.com,Female,21,CS,79.14,60.85,94.6,82.24,61.23,67.96,59.54,74.8205,C,7.54,Yes,Yes,Bachelor's,High,3,6.33
S7958,James,Lee,student7958@university.com,Male,19,Mathematics,50.01,78.77,69.58,68.94,72.26,58.8,71.16,70.804,C,23.1,No,Yes,High School,Medium,9,4.7
S7959,Chloe,Smith,student7959@university.com,Female,19,Business,79.04,60.99,52.5,84.54,98.35,47.92,90.52,69.2255,D,30.0,No,No,Bachelor's,Medium,5,6.42
S7960,Ethan,Thomas,student7960@university.com,Female,22,Business,78.52,50.09,69.7,58.14,72.96,25.74,84.11,61.578,D,27.3,Yes,Yes,Bachelor's,Medium,9,7.8
S7961,Ali,Wilson,student7961@university.com,Female,22,Engineering,77.08,91.48,82.66,85.07,78.75,38.2,89.15,80.402,B,17.68,Yes,Yes,,Medium,6,4.72
S7962,Carlos,Taylor,student7962@university.com,Male,18,CS,85.92,40.0,40.01,87.51,57.55,70.0,84.42,57.204,F,24.39,No,Yes,Master's,Medium,10,7.71
S7963,Fatima,Thomas,student7963@university.com,Male,20,CS,71.38,99.99,69.39,78.97,90.27,46.12,60.87,76.9,C,21.42,No,Yes,Master's,Low,8,8.45
S7964,Arjun,Anderson,student7964@university.com,Male,22,Mathematics,92.34,88.06,80.9,82.57,87.35,57.02,99.37,83.009,B,18.74,Yes,Yes,Bachelor's,High,1,6.64
S7965,Raj,Smith,student7965@university.com,Male,18,Engineering,62.68,73.88,73.51,84.46,68.05,39.56,85.56,72.2175,C,20.03,No,Yes,PhD,High,8,7.82
S7966,Amara,Taylor,student7966@university.com,Male,19,Business,96.18,62.94,63.37,90.09,64.9,17.23,100.0,66.5705,D,8.01,No,No,High School,Medium,1,6.7
S7967,Layla,Anderson,student7967@university.com,Male,18,Engineering,78.46,64.3,48.93,85.68,88.59,100.0,99.07,73.5865,C,14.04,Yes,Yes,PhD,High,9,7.33
S7968,Chen,Jackson,student7968@university.com,Male,18,CS,74.37,74.22,69.3,92.39,71.55,72.74,73.47,74.846,C,12.59,No,Yes,PhD,High,3,8.67
S7969,Priya,Lee,student7969@university.com,Female,18,Engineering,54.78,73.92,48.56,52.35,65.24,58.04,67.71,59.5655,F,6.61,Yes,No,Master's,Medium,9,4.25
S7970,Fatima,Anderson,student7970@university.com,Male,23,Mathematics,59.42,54.01,81.01,76.91,69.52,45.23,50.0,66.5925,D,21.65,Yes,No,PhD,Low,8,5.39
S7971,Layla,Patel,student7971@university.com,Female,18,Engineering,80.45,71.88,70.55,74.34,78.24,91.23,77.21,75.272,C,22.56,Yes,No,PhD,Low,7,8.31
S7972,Amara,Johnson,student7972@university.com,Female,22,Business,65.08,75.2,95.06,77.19,85.34,26.9,74.23,78.0505,C,5.0,Yes,No,High School,High,1,8.58
S7973,Sofia,Taylor,student7973@university.com,Male,24,Mathematics,89.73,65.47,40.01,87.97,79.45,69.42,65.53,63.705,D,17.39,No,No,High School,Medium,7,4.46
S7974,Arjun,Jackson,student7974@university.com,Female,24,Business,79.54,99.99,63.69,76.86,78.71,51.1,67.57,74.3075,C,15.06,Yes,No,Master's,High,2,8.77
S7975,Lucas,Lee,student7975@university.com,Female,24,Engineering,54.88,68.37,82.04,76.28,71.34,42.39,82.33,72.901,C,13.0,Yes,Yes,PhD,High,2,4.0
S7976,Omar,Johnson,student7976@university.com,Male,24,Business,86.36,40.02,89.04,81.73,76.9,41.95,50.0,67.7055,D,5.64,No,Yes,High School,Medium,9,7.41
S7977,Priya,Wang,student7977@university.com,Female,23,Engineering,73.06,53.12,82.73,53.3,69.16,87.87,93.37,71.936,C,17.94,No,Yes,Master's,Medium,9,6.82
S7978,Raj,Anderson,student7978@university.com,Male,20,Mathematics,74.74,82.94,53.2,97.41,70.91,0.0,87.49,66.545,D,17.63,Yes,No,Master's,Medium,1,5.44
S7979,Sara,Khan,student7979@university.com,Female,18,CS,90.44,58.13,61.27,73.49,95.27,98.29,69.63,72.113,C,14.79,No,Yes,Master's,Medium,7,5.53
S7980,Priya,Wang,student7980@university.com,Male,21,Business,55.32,53.41,40.01,96.27,75.41,79.69,73.7,63.776,D,23.32,Yes,Yes,,High,5,5.58
S7981,Sara,Thomas,student7981@university.com,Female,24,CS,59.21,94.98,70.28,62.69,69.51,51.08,79.4,72.958,C,23.01,Yes,Yes,High School,Low,6,6.2
S7982,Ethan,Lee,student7982@university.com,Male,19,Engineering,80.09,73.65,89.39,61.86,65.09,43.12,86.62,73.5635,C,5.0,Yes,No,High School,Low,1,9.0
S7983,Sara,Smith,student7983@university.com,Female,24,Mathematics,50.94,60.24,69.62,71.72,50.0,49.69,100.0,66.161,D,22.99,Yes,Yes,High School,Medium,6,7.69
S7984,Priya,Patel,student7984@university.com,Male,24,Mathematics,66.66,40.0,79.36,75.52,99.99,64.05,67.17,71.2565,C,10.62,No,No,PhD,High,1,8.58
S7985,Aisha,Martinez,student7985@university.com,Female,19,Mathematics,89.49,81.49,78.91,67.69,99.99,85.8,94.58,83.161,B,15.54,No,No,Bachelor's,High,4,6.03
S7986,Carlos,Johnson,student7986@university.com,Female,23,Business,73.83,70.97,64.08,63.41,83.84,64.03,71.59,69.0675,D,29.37,No,Yes,,High,2,6.83
S7987,Emma,Brown,student7987@university.com,Male,19,Business,55.61,93.33,40.01,80.34,59.89,58.06,69.03,64.4125,D,17.19,Yes,No,Master's,Medium,2,4.95
S7988,Lucas,Johnson,student7988@university.com,Female,19,Engineering,78.12,51.65,92.43,95.88,99.99,50.77,71.06,79.6225,C,24.9,Yes,Yes,Master's,High,1,6.1
S7989,Lucas,Ali,student7989@university.com,Male,23,CS,69.57,64.21,76.89,98.89,54.58,0.0,90.5,67.9795,D,15.67,No,No,High School,Low,7,5.7
S7990,Chloe,Thomas,student7990@university.com,Female,19,CS,65.29,75.9,48.11,70.78,80.46,1.86,66.5,59.135,F,24.24,Yes,Yes,Bachelor's,Medium,2,7.21
S7991,Fatima,Wilson,student7991@university.com,Male,18,Business,100.0,92.55,75.84,59.46,50.13,81.91,76.35,73.5265,C,17.11,Yes,No,Master's,Low,7,5.48
S7992,James,Wilson,student7992@university.com,Female,24,Mathematics,83.68,75.2,72.92,71.21,50.0,63.7,67.36,68.2035,D,15.56,Yes,No,,Low,2,5.29
S7993,Noah,Garcia,student7993@university.com,Female,20,Engineering,71.32,58.39,91.92,99.65,78.14,73.99,68.59,80.1805,B,18.38,Yes,Yes,High School,Low,7,7.07
S7994,Sofia,Lee,student7994@university.com,Male,23,Engineering,88.34,93.28,77.57,89.81,79.97,73.46,94.39,84.179,B,9.44,Yes,Yes,PhD,Medium,4,6.42
S7995,Nina,Wang,student7995@university.com,Male,21,Engineering,71.21,65.27,77.63,80.55,76.51,67.78,74.65,74.145,C,13.79,Yes,No,High School,Low,9,5.48
S7996,Raj,Brown,student7996@university.com,Male,23,Engineering,67.94,73.83,72.91,68.27,96.3,75.2,65.14,75.3585,C,21.9,Yes,No,Master's,Medium,1,5.27
S7997,Ethan,Smith,student7997@university.com,Female,22,Engineering,79.71,83.76,56.34,88.13,74.11,25.19,68.51,67.36,D,23.53,No,No,,Medium,3,5.48
S7998,Ali,Jackson,student7998@university.com,Male,21,Business,82.73,97.9,81.0,99.99,86.5,66.42,78.85,86.3805,B,10.94,Yes,No,Bachelor's,Medium,5,7.68
S7999,James,Smith,student7999@university.com,Female,22,Business,88.73,77.12,69.07,72.94,63.53,63.13,74.04,70.3325,C,29.91,Yes,No,,High,7,7.11
S8000,Nina,Smith,student8000@university.com,Female,23,Engineering,95.9,99.99,53.21,50.0,93.45,88.37,74.84,73.7995,C,30.0,Yes,No,PhD,Low,7,5.4
S8001,Priya,Martinez,student8001@university.com,Male,22,CS,92.5,69.14,58.23,60.22,94.68,0.0,70.47,61.579,D,10.84,Yes,Yes,,Low,6,5.46
S8002,Mia,Ali,student8002@university.com,Female,21,Engineering,87.73,75.81,50.07,75.9,71.13,100.0,89.94,71.2315,C,14.22,No,No,High School,Low,5,4.84
S8003,Ivan,Wilson,student8003@university.com,Male,18,CS,89.21,59.94,87.62,72.76,80.2,74.58,83.16,76.992,C,17.28,Yes,Yes,,High,5,5.93
S8004,Emma,Smith,student8004@university.com,Male,23,Business,92.46,76.31,99.98,94.59,64.74,57.43,71.54,82.0525,B,26.24,No,Yes,Bachelor's,Medium,4,6.68
S8005,Fatima,Jackson,student8005@university.com,Female,23,CS,85.62,75.87,89.25,66.48,71.63,22.37,76.68,72.5705,C,21.63,No,Yes,PhD,Medium,9,5.23
S8006,Zara,Jackson,student8006@university.com,Male,19,Mathematics,52.57,88.9,75.93,72.49,85.42,41.54,62.99,74.6985,C,15.3,No,Yes,Master's,Medium,8,9.0
S8007,Zara,Anderson,student8007@university.com,Male,23,Engineering,82.57,78.43,68.38,65.68,81.78,60.06,73.73,71.698,C,8.4,No,Yes,Bachelor's,High,9,7.4
S8008,Sara,Jackson,student8008@university.com,Female,24,Business,95.23,61.53,64.53,86.22,50.0,98.44,64.79,68.421,D,5.0,No,No,,Low,7,6.45
S8009,Ivan,Wilson,student8009@university.com,Male,24,Mathematics,63.84,75.16,52.63,62.61,58.42,94.24,77.64,66.1635,D,19.56,No,No,PhD,Low,5,6.62
S8010,Chen,Smith,student8010@university.com,Female,23,CS,69.75,59.0,99.98,71.62,66.33,67.94,73.3,76.6105,C,30.0,No,Yes,PhD,Low,10,4.48
S8011,Chen,Jackson,student8011@university.com,Female,18,Business,74.53,80.26,51.82,53.06,77.97,71.19,71.31,65.5025,D,17.53,Yes,No,Bachelor's,Medium,2,4.76
S8012,Aisha,Lee,student8012@university.com,Male,19,Business,78.14,60.97,54.97,67.39,61.59,55.77,76.87,61.296,D,20.49,No,No,PhD,Low,4,8.42
S8013,Noah,Ali,student8013@university.com,Male,20,CS,67.41,46.37,66.16,98.94,54.44,20.54,79.13,62.096,D,19.02,No,Yes,PhD,High,6,8.87
S8014,Omar,Taylor,student8014@university.com,Female,22,Mathematics,76.22,51.04,67.57,99.99,50.0,27.3,90.61,64.7685,D,5.7,Yes,Yes,Bachelor's,Low,8,4.0
S8015,Chloe,Patel,student8015@university.com,Male,21,Engineering,82.79,50.26,79.79,84.7,99.99,77.97,86.09,78.0985,C,28.81,No,No,Bachelor's,Medium,5,7.18
S8016,Ethan,Patel,student8016@university.com,Male,20,Engineering,50.01,61.51,57.98,81.35,77.71,70.49,88.59,69.463,D,11.83,No,No,PhD,High,9,8.5
S8017,Zara,Ali,student8017@university.com,Female,19,Business,76.48,55.96,40.01,65.94,54.03,32.13,69.7,51.3735,F,11.74,No,Yes,Bachelor's,High,4,6.0
S8018,Amara,Garcia,student8018@university.com,Male,24,Engineering,69.89,70.32,65.54,77.87,89.68,28.07,78.97,69.5625,D,20.86,Yes,Yes,High School,High,6,8.7
S8019,Carlos,Martinez,student8019@university.com,Female,24,Business,50.82,63.88,66.69,77.39,96.31,68.76,99.96,75.71,C,12.33,Yes,Yes,Master's,Low,4,7.61
S8020,Layla,Thomas,student8020@university.com,Male,24,Engineering,83.52,79.68,65.31,75.25,77.87,41.27,73.4,69.964,D,8.12,No,No,PhD,Low,6,7.15
S8021,Sara,Thomas,student8021@university.com,Male,18,Engineering,79.88,77.36,65.08,86.61,83.77,27.09,76.68,70.93,C,24.47,Yes,Yes,,High,10,6.15
S8022,Carlos,Brown,student8022@university.com,Male,24,Engineering,77.77,65.06,63.5,61.41,93.65,59.92,76.87,69.0,D,18.42,No,Yes,PhD,Low,3,6.63
S8023,Aisha,Wilson,student8023@university.com,Female,21,Mathematics,84.19,92.32,46.85,99.99,83.52,69.61,73.29,74.3355,C,24.41,Yes,No,,Low,8,5.85
S8024,Arjun,Anderson,student8024@university.com,Female,22,Engineering,80.03,54.58,94.5,98.4,83.91,18.03,93.48,77.7635,C,14.85,Yes,Yes,,High,4,6.93
S8025,Sara,Johnson,student8025@university.com,Female,23,Engineering,64.77,88.21,93.54,63.31,52.71,40.18,68.39,73.964,C,14.23,No,No,,Medium,7,6.87
S8026,James,Lee,student8026@university.com,Male,23,Engineering,85.81,73.42,93.36,76.55,50.0,71.21,90.46,77.8415,C,19.32,Yes,No,PhD,Low,10,5.87
S8027,Chen,Khan,student8027@university.com,Male,20,Mathematics,88.28,63.84,49.23,66.38,87.21,95.66,85.96,68.7375,D,20.03,No,Yes,Master's,Low,8,4.0
S8028,Chen,Patel,student8028@university.com,Male,22,CS,59.76,90.35,76.41,84.16,71.57,58.48,73.92,77.5925,C,12.88,No,Yes,High School,Medium,9,6.22
S8029,Ali,Taylor,student8029@university.com,Male,19,Mathematics,88.08,80.39,62.27,73.72,68.25,35.22,68.84,66.4605,D,12.02,Yes,Yes,Master's,Medium,2,5.02
S8030,Nina,Ali,student8030@university.com,Female,22,Engineering,71.32,51.98,61.34,50.0,88.81,25.94,74.33,59.6465,F,24.03,No,No,Bachelor's,High,3,4.87
S8031,Fatima,Brown,student8031@university.com,Female,18,Mathematics,84.22,77.03,53.62,61.74,61.05,49.94,91.61,64.0655,D,19.9,No,No,High School,Low,9,5.5
S8032,Amara,Ali,student8032@university.com,Male,20,Business,77.59,77.02,99.98,94.1,74.27,48.89,90.41,84.5835,B,19.48,Yes,No,High School,Low,7,7.7
S8033,Priya,Johnson,student8033@university.com,Female,20,Business,72.92,88.23,65.25,71.85,75.62,0.0,86.4,67.9815,D,5.0,Yes,No,Bachelor's,Low,7,4.89
